"cust_id","mg_acc","cust_age","cust_gender","cust_income","cust_cr_score"
5686718,451351,54,"male",14600,621
6335543,456437,51,"male",106700,775
832053,456437,48,"male",87100,837
3144447,325884,33,"male",59600,772
1549076,325884,25,"female",56300,626
2835577,560171,53,"male",49100,712
2693331,560171,45,"male",36400,687
1826161,103463,45,"male",68200,719
5171319,103463,35,"female",105400,672
898529,678239,35,"male",48500,710
4930529,678239,27,"female",70800,615
1281895,15020,30,"male",59400,823
3123496,716546,44,"male",64000,839
4191189,685140,39,"male",91200,780
9242310,716434,63,"female",58000,549
2946946,716434,62,"female",64700,676
6679317,679919,49,"male",82200,706
2035531,197398,48,"male",129100,880
5650424,609301,59,"male",58600,848
4812936,609301,57,"female",195500,600
6046701,96041,49,"male",52800,597
3443115,96041,44,"female",51000,779
5652069,278246,59,"male",81000,887
3863659,278246,57,"female",105500,605
2835417,723232,38,"male",76400,593
9468761,405702,42,"female",65600,683
4487009,906118,55,"female",199500,778
8589849,980296,44,"male",122700,770
7771501,957608,41,"male",72300,691
1538811,730830,42,"male",133600,720
7302366,207460,42,"female",71300,750
5419553,207460,39,"male",103300,811
4356243,186528,41,"male",63200,709
2071231,186528,33,"male",77300,896
461502,695595,42,"female",257100,611
3485934,425881,47,"female",41700,791
1240096,425881,40,"male",21100,736
1433820,425881,61,"female",21300,606
2601747,425881,60,"female",23700,874
4569243,170125,39,"female",78500,584
8115698,554987,26,"male",48400,776
9791041,554987,22,"female",51700,645
1978737,131027,53,"male",83800,464
3227443,219851,27,"male",43300,696
770126,219851,24,"female",78100,653
3038764,921320,40,"female",73600,657
3923694,714220,31,"male",50700,467
4753755,95263,31,"female",69900,624
8054463,25276,60,"male",43100,827
6948878,25276,53,"female",73900,576
1608593,683129,40,"male",99300,825
3937241,223237,39,"male",87600,680
834063,278342,36,"female",77700,574
1425561,257280,57,"male",59700,780
4217554,257280,55,"female",120800,822
1226135,290704,40,"male",59300,742
6924841,660468,52,"male",55300,900
1696124,660468,45,"female",59200,455
5320335,32218,36,"male",72000,723
1599681,415420,45,"male",182200,739
2481151,267363,41,"male",78400,755
2450731,679936,51,"female",77700,673
5041840,766814,49,"male",66700,777
2149769,532768,38,"male",40500,853
8378933,532768,31,"female",69800,733
3299436,292505,55,"male",51100,628
3588120,292505,51,"female",67000,664
4076673,723253,39,"female",59000,573
8495169,723253,31,"female",74300,853
4625298,330819,33,"male",53300,618
9104944,224511,30,"male",118600,822
7834072,796226,31,"male",75200,643
3505493,207543,44,"male",68700,734
2207721,3077,48,"male",50500,858
5634781,3077,39,"female",100500,698
6776286,246183,43,"female",44500,778
7123802,246183,41,"female",37700,692
1866826,246183,56,"male",18100,839
5892716,693538,37,"male",124400,835
7017168,977627,44,"male",73300,665
2045771,557876,49,"female",44000,636
5470576,557876,44,"male",44200,753
2996605,739355,28,"male",89700,705
114576,526990,39,"male",67100,599
4171389,400014,40,"male",84900,767
5587915,669121,28,"female",50700,600
71625,11265,56,"male",81300,646
8612837,11265,51,"female",75800,677
634721,526864,39,"female",43300,842
4403369,526864,29,"male",39100,739
1788186,526864,50,"male",19700,713
7160455,924474,45,"male",45600,840
2846633,924474,35,"female",120500,805
5635023,430219,27,"female",60700,685
2351448,332318,44,"male",94800,652
7782950,335675,37,"female",68000,590
5530134,689648,44,"female",60300,666
6892135,958889,45,"female",54700,765
7090464,958889,40,"male",79100,735
885401,362673,43,"male",68200,744
8198258,145262,57,"female",56500,519
7546371,145262,50,"male",57900,700
5951717,707143,50,"male",41100,713
6195925,707143,49,"female",39200,544
9470777,707143,61,"male",28100,785
8073478,317633,55,"male",44700,848
2507158,317633,46,"female",56900,466
8944319,14548,47,"male",71300,837
1275295,14548,46,"male",69100,769
1695999,587946,39,"female",52200,695
8293433,587946,35,"male",57200,851
3094843,619359,39,"female",65500,559
4026344,619359,35,"female",1e+05,662
4988647,260017,54,"male",45700,826
5960639,260017,47,"female",54700,674
3513574,585606,46,"female",70000,677
2285163,585606,40,"female",54800,603
7927187,612753,41,"male",44000,719
1559915,612753,37,"female",103900,546
4527799,549145,44,"male",103500,738
8337623,549145,42,"female",118500,770
1109150,915157,31,"male",40800,821
9235452,915157,28,"female",171100,682
91408,203706,25,"male",53400,614
9749792,141154,28,"male",73000,573
1584943,54318,64,"male",63000,843
695950,54318,55,"female",40100,696
313519,54318,79,"male",23900,769
2063996,385716,57,"male",55200,743
7339823,385716,47,"female",39900,739
6987162,133739,31,"male",52800,816
7775193,283023,33,"female",56700,603
8500601,962909,42,"male",96900,655
170401,676089,36,"male",76800,823
9872854,590231,40,"male",84000,729
3850618,590231,38,"female",92000,515
969616,913662,45,"male",97900,752
4735769,706857,34,"male",70800,704
856779,744869,48,"male",56300,835
4959450,744869,41,"female",50100,705
8278566,517963,51,"male",75500,529
7972870,549945,29,"male",57000,759
7612729,549945,26,"male",123200,782
5294816,275847,30,"male",77300,508
3133584,215242,52,"female",71200,741
1447184,215242,46,"male",35400,741
901023,215242,67,"male",39900,735
5864619,112569,46,"female",47400,591
8932864,112569,45,"female",43600,757
8398550,252201,57,"male",164500,546
8392557,212229,46,"male",58100,799
8522908,212229,37,"female",46100,620
1752561,419168,38,"female",122700,574
898586,419168,33,"female",95400,528
9783423,776669,57,"male",52000,780
5345576,776669,51,"female",44000,724
5672187,200333,31,"male",75200,546
930364,227143,36,"male",74900,614
1256382,257903,50,"male",57200,659
3536895,257903,45,"male",86400,806
5732232,218823,41,"female",60500,668
5957398,218823,39,"male",47500,681
8697586,882670,41,"female",160200,819
7667177,38414,48,"male",82400,853
7619044,38414,42,"female",70500,724
4014553,383899,41,"female",41900,722
6399241,383899,34,"female",45000,568
845886,258678,31,"male",44500,821
5632318,258678,27,"female",43300,614
4352266,146246,52,"male",180500,804
2548133,135586,29,"male",55500,572
7189631,765215,40,"male",48100,799
2115709,765215,34,"female",61600,628
8174136,90072,57,"male",128600,874
3953314,558518,43,"male",82100,744
6130185,349857,53,"male",93800,542
9525574,7309,57,"male",46100,811
2228453,7309,50,"female",49100,617
3191929,797460,51,"male",41800,778
4550402,797460,46,"female",163600,739
1806111,356318,42,"male",72600,636
2591029,823972,62,"female",93500,701
9079698,735868,37,"male",75500,483
9600981,932844,51,"male",44800,820
4704183,932844,50,"female",60800,690
533420,770608,48,"male",42100,763
6208466,770608,40,"female",48700,633
2224460,135326,44,"female",47400,841
8593153,135326,38,"female",37000,645
4343916,26710,36,"male",42100,888
8195855,26710,26,"female",88600,647
9134327,216551,34,"male",51600,693
730663,149646,29,"male",51900,811
5676157,629929,65,"male",97500,675
8360210,100612,51,"male",55700,718
3762436,198772,50,"male",63300,849
6057933,198772,46,"female",114400,670
5338465,24021,36,"male",90500,704
9657727,728092,47,"male",98100,676
325485,398570,39,"female",45600,532
2392519,398570,37,"female",62200,756
2495450,923795,33,"male",71400,676
5459157,131043,48,"male",82100,597
768220,862361,31,"male",77800,809
6966960,590929,25,"male",98400,797
2559611,486842,55,"male",46000,726
2101871,486842,54,"female",137700,764
3260022,972739,33,"male",71500,546
3873893,197601,31,"female",73700,512
9056059,591973,26,"male",61400,723
1650168,807237,38,"female",58000,612
1562636,153855,36,"male",62300,656
1750045,803274,40,"male",174300,772
5567110,58827,43,"female",141700,801
470950,348662,34,"female",73800,602
4774416,758684,36,"female",77500,658
2852814,178485,27,"male",72300,721
4455327,937949,33,"female",78100,656
8893698,807804,44,"male",86300,711
4240734,426593,50,"female",93400,632
7915636,426593,43,"female",74600,652
9913080,932711,54,"male",95800,616
3305848,209053,41,"male",52100,640
1558160,209053,33,"female",47300,548
7177269,254568,45,"female",48500,664
5337300,254568,40,"male",51900,803
4794796,481620,30,"female",87900,659
3631686,962621,36,"male",65000,832
1091532,469966,27,"male",55000,599
9088895,620285,42,"female",55600,579
8089812,599741,64,"male",75200,790
4899333,599741,62,"female",83600,655
1097528,544948,43,"male",63100,714
3291890,814359,41,"male",49400,743
6745825,814359,40,"female",80900,548
6501175,713862,46,"male",70300,834
4690414,713862,42,"female",48900,618
1124082,845,32,"male",73800,767
6650808,900397,52,"male",58700,784
8088198,900397,45,"female",99500,539
9695469,754089,44,"male",94500,735
4423882,175963,59,"female",55300,708
943651,175963,56,"male",115800,872
5057176,14352,41,"male",89400,659
6416319,422980,32,"female",52200,519
7532765,41429,51,"female",48600,730
5930347,41429,46,"male",77900,697
3959507,501351,36,"male",51700,786
4815894,501351,31,"female",59800,742
2338302,985821,29,"male",56100,631
1971769,985821,27,"female",56500,615
6362242,67303,55,"male",53100,814
6724421,67303,49,"female",138400,725
3559487,998311,47,"male",81700,742
9913132,998311,38,"female",90600,757
1035859,519431,36,"female",52200,632
4701445,273140,55,"male",40800,816
8804912,273140,53,"male",68400,813
9667345,729140,45,"male",91400,541
8145525,85147,39,"male",45000,888
7673774,85147,33,"female",164100,795
1702785,927910,33,"female",99700,746
6044411,927910,29,"male",132500,478
7680682,265807,35,"male",48400,657
7113504,265807,28,"female",71800,736
8846871,715648,34,"male",47200,802
1543005,715648,26,"female",140200,723
2307210,690875,38,"female",69200,542
1315590,586720,31,"female",73900,728
7748231,586720,21,"female",80400,693
7081746,904818,49,"male",51200,510
5543413,904818,40,"female",21200,693
7568497,904818,62,"male",20700,556
5009004,904818,59,"female",16800,649
7791650,348437,32,"male",99400,824
646169,362651,34,"male",54100,886
2021409,362651,27,"female",37500,410
2748225,792974,38,"male",54100,644
9675269,792974,36,"female",62800,576
705288,212043,40,"male",84500,891
8244996,745234,40,"male",52100,728
6340583,745234,38,"female",95900,644
7972339,305337,60,"male",82200,697
7197733,305337,51,"female",95200,742
2714276,298979,56,"female",113400,826
3244475,298979,46,"female",115400,558
624766,602415,38,"male",62500,850
8746004,602415,29,"female",99600,886
3503503,221157,39,"male",59300,578
4016109,198481,51,"female",69600,619
3464964,198481,48,"male",101700,687
5476819,643580,50,"male",63300,823
7360792,736204,41,"male",78500,729
3519222,736204,35,"female",105000,699
4300635,786463,44,"male",71200,697
381318,792055,26,"female",78600,544
9847551,185922,42,"male",43200,774
2338856,185922,38,"female",53900,724
7062813,429227,35,"female",64200,579
3345382,375426,60,"male",157600,724
9770360,149195,41,"male",56100,704
6693359,149195,35,"female",23900,773
7392223,149195,53,"male",21000,746
6484082,149195,56,"male",20200,895
804449,942790,43,"male",80700,681
5531662,398905,39,"male",55400,747
804785,398905,30,"female",96900,739
2601808,377583,34,"male",60600,599
7566928,576429,49,"male",42900,895
8312274,576429,47,"female",42400,654
8584157,576429,60,"male",32300,694
4110431,674350,38,"female",88200,716
326672,896148,33,"male",51600,793
6472481,429157,27,"male",69400,777
2085200,847498,52,"male",136500,653
6734620,847498,49,"female",110800,640
7567895,517841,55,"male",50800,724
454425,517841,48,"female",76000,689
8534718,486672,39,"male",83200,782
8342417,916223,40,"male",53400,734
3244509,672688,26,"male",60600,786
276090,379537,45,"male",58300,847
3627925,545026,30,"male",117500,799
1933841,975488,46,"male",55500,749
6486310,975488,43,"female",134000,588
1736053,103797,29,"male",76900,611
786053,551980,40,"male",82100,804
8046134,922168,39,"female",61900,716
7240682,922168,30,"male",53000,674
8778078,137063,43,"male",79100,783
7444924,241633,47,"male",99400,856
1031679,241633,41,"female",84600,620
9364548,375302,39,"female",42100,660
7026044,375302,31,"male",61900,866
4003299,941196,41,"male",74000,505
2132195,366253,51,"female",179000,725
5565714,569810,40,"male",40500,698
6511451,569810,31,"female",33900,779
3587926,569810,52,"female",29300,848
5275643,372235,46,"male",92100,705
9319179,708690,30,"male",77000,789
8718066,190248,45,"male",67000,520
7852751,97116,50,"male",50800,703
8622904,97116,43,"male",116000,852
978047,990861,31,"male",53900,740
4351868,259995,40,"male",79000,619
678686,285217,38,"female",79600,755
9829652,570019,41,"male",145300,872
5325545,873601,35,"male",75300,801
8195331,532043,40,"male",56500,552
3977485,954358,36,"female",92700,715
9283616,733356,32,"male",64500,646
9638022,404455,45,"male",52900,637
6896821,46779,40,"male",74100,632
8238557,478541,40,"male",69600,599
9704227,897305,56,"male",75300,790
2145229,897305,54,"female",67600,732
9360872,40547,46,"female",200800,731
893992,295023,55,"male",130300,667
3680998,494837,46,"male",74300,880
7903230,494837,42,"female",94700,654
8096696,251802,52,"female",90000,574
7067254,486914,53,"male",73600,548
6491726,145771,52,"female",157700,580
5977425,552757,58,"male",101900,515
5876843,880995,49,"male",43700,882
6959013,880995,43,"female",75700,586
2581629,237243,51,"male",80800,754
9317973,237243,43,"female",137100,661
8220834,176890,54,"female",60300,682
8280337,176890,46,"female",52700,503
3477754,323904,58,"female",46900,765
5101969,323904,52,"female",149200,661
1555818,121095,31,"male",89000,893
9268534,121095,29,"female",83400,761
62192,613989,56,"female",58400,880
1683540,613989,54,"female",70000,899
6066367,810966,53,"female",79000,517
7788362,281641,35,"male",74400,779
2894231,488852,52,"male",58500,757
3824486,288598,34,"male",67500,691
6530416,798600,37,"male",150100,824
8476238,813909,58,"female",207600,693
7255183,454745,58,"female",116700,727
6263425,454745,56,"male",158300,780
7680830,830986,26,"male",78400,649
3451852,589594,46,"male",74700,533
2631034,902808,52,"female",53900,676
9351146,902808,48,"female",65400,501
4511576,32223,43,"male",185600,856
9903552,550627,31,"male",79300,665
3625113,823988,40,"male",78700,591
7112415,677097,45,"male",62400,704
1361062,808148,50,"female",62100,635
314322,754734,37,"female",99200,750
2255992,598331,44,"male",76500,571
2642367,896419,28,"male",47100,740
5075094,896419,24,"female",35900,578
6313608,975788,49,"female",77700,520
3899037,409752,62,"male",66900,688
5874619,717109,52,"female",109500,685
7436374,572035,33,"male",71000,632
1295599,155981,34,"male",75800,740
2816564,708922,39,"male",68400,661
1387140,427208,39,"male",81500,718
6595190,634512,55,"male",86100,823
7557511,816400,38,"male",59300,742
5630096,816400,31,"female",103100,611
4377415,541842,51,"male",49700,851
9465036,541842,47,"female",33400,668
6220617,863087,57,"male",56800,603
118579,863087,47,"female",60400,556
6916577,435064,53,"female",67600,646
434880,435064,51,"female",41800,712
3458042,435064,68,"male",31400,715
9293433,648506,47,"male",74000,735
2956346,817679,38,"male",78500,812
5118565,371650,59,"male",64500,647
8881033,371650,54,"female",43100,586
1772014,828545,63,"male",53400,828
6694281,828545,56,"female",95700,580
5282103,38256,59,"male",65400,688
262180,38256,51,"female",81900,802
6724152,129392,55,"female",88100,453
1763227,958611,43,"male",83400,683
4287818,628916,31,"male",94000,809
5827063,118129,44,"male",41200,693
3673098,118129,38,"female",76900,867
4531464,413383,54,"male",281600,846
9332118,907299,52,"male",63100,890
1479736,907299,44,"female",45100,708
9345850,161346,43,"female",53200,654
7810993,161346,39,"female",77700,610
6954057,485874,32,"female",69300,550
1725051,485874,29,"male",73500,788
7685400,307600,51,"male",189900,710
4435276,887679,55,"male",42400,850
8815603,887679,51,"female",155200,770
3279730,842177,53,"male",90700,746
7140246,842177,45,"female",83800,765
7568632,805121,57,"female",150900,814
5077131,155908,42,"male",99300,554
9333550,582961,49,"female",41200,740
5829201,582961,42,"male",49300,893
2596394,614511,33,"male",129200,771
6069621,614511,29,"female",124000,741
5773009,531937,32,"male",89100,687
3769993,845903,34,"female",91400,791
4008553,893410,44,"male",50900,721
3247646,893410,43,"female",58100,525
3511948,570892,52,"male",51400,771
8453761,570892,45,"female",61000,635
4433580,871659,29,"male",236700,753
3895509,528935,48,"male",49900,845
6846373,528935,38,"female",48500,613
4218412,747466,54,"male",84100,831
1065483,747466,52,"female",102100,423
5296437,565511,47,"male",85900,828
5044868,565511,45,"female",59100,765
9785408,450462,35,"female",86500,570
4016750,728468,51,"male",66400,501
3939906,786461,41,"male",120200,826
2230507,786461,32,"female",125500,822
7833578,612729,49,"female",73300,553
3205531,64460,36,"male",53200,778
9993730,64460,34,"female",43100,606
5239436,64460,50,"male",23500,746
1782110,843327,33,"male",52700,649
3154107,785549,49,"female",50200,594
8702195,785549,41,"male",56500,753
9217493,47707,47,"male",66500,849
2325530,209513,62,"male",84100,763
7746453,867199,48,"male",59300,554
7674080,488019,52,"female",76400,674
2370576,43181,55,"male",63300,824
5872181,43181,50,"female",45300,611
9919512,298624,28,"male",72200,741
2657142,298624,22,"female",98700,620
8119647,230085,29,"male",69700,786
7612251,407395,38,"male",69700,789
6811899,407395,34,"female",83000,712
3449306,420678,54,"male",43300,775
5392325,420678,50,"female",61200,591
4965198,228352,38,"female",52300,815
7007292,228352,33,"female",165600,685
392977,438861,62,"male",139500,689
1671886,438861,59,"female",121300,651
4787301,923443,64,"female",196200,731
5246447,407139,52,"male",94300,653
2082565,910037,47,"male",99300,767
1431176,910037,38,"male",85600,755
1242775,238334,47,"male",71300,785
9648237,238334,43,"female",70400,791
6115741,114845,49,"male",49500,621
9074540,114845,46,"female",77700,684
3149518,782600,50,"female",51800,663
2569199,782600,44,"male",66800,673
4810260,241787,50,"male",89600,718
9001730,889447,34,"male",76700,812
4382326,803404,37,"male",83800,852
4426910,870050,39,"male",194400,778
5919903,557078,47,"male",42100,814
8373293,557078,40,"female",33100,833
9097610,557078,59,"male",30500,634
5942390,521889,30,"male",125000,848
4365612,574366,30,"male",73300,765
91858,33780,64,"male",168800,760
3181498,141137,61,"male",65000,889
182241,141137,51,"female",117800,754
977583,73816,43,"male",68500,776
6517246,73816,36,"female",66100,726
1872461,102199,58,"male",54900,606
7852167,102199,48,"female",81700,613
395947,781291,48,"male",75200,894
691583,781291,43,"female",63900,733
4328328,174553,45,"male",43800,769
1355370,174553,42,"female",115300,716
4424251,148050,43,"male",71000,742
2748790,797105,43,"male",65500,593
7551993,375449,28,"male",71000,727
2787841,283547,38,"female",65300,816
1017070,283547,29,"male",46900,753
5632516,488656,45,"male",71200,768
525321,488656,41,"female",55600,854
4928243,460198,47,"female",95700,711
3872134,640528,34,"male",57300,548
1124283,58057,62,"male",82700,825
398514,58057,59,"female",73500,761
8084258,580852,35,"male",75000,667
5700814,559970,33,"male",96800,814
553921,26122,43,"male",163100,899
9836229,410883,50,"male",127600,848
9442860,480293,53,"male",61300,743
9147760,480293,49,"female",41300,725
867183,372119,51,"male",49800,889
6757556,372119,43,"female",52100,683
1649577,512992,29,"female",43700,766
4555421,512992,25,"female",59100,691
5338960,987233,46,"female",93900,603
3205173,820269,43,"male",41300,806
174054,820269,37,"male",65400,697
5259165,157132,32,"female",71600,710
8958144,157132,30,"male",83600,774
1364998,141944,46,"male",120800,838
9729074,141944,43,"female",100700,526
4579901,960552,43,"male",74700,768
9999859,960552,42,"female",57400,737
4701615,960552,53,"female",51200,895
7403190,93706,44,"male",41100,826
7368722,93706,40,"female",111900,665
8758086,620388,55,"male",175000,801
4833271,906496,38,"male",79100,757
7859259,978128,59,"male",52100,809
1432508,978128,50,"female",130000,597
6416296,78005,52,"male",61300,760
8318547,78005,46,"male",116100,643
3667458,366163,52,"male",72900,607
3588628,366163,45,"male",81500,819
7152409,486718,44,"female",46200,671
6677692,486718,43,"male",93700,783
2233126,624702,55,"male",115300,895
1779253,624702,48,"female",118000,688
2160771,971174,50,"female",92400,749
4250614,808525,58,"male",165400,836
2840760,89150,31,"male",79200,599
1263720,737126,43,"male",54200,836
2171790,737126,41,"female",38000,647
5326765,529691,43,"male",72300,669
4706722,506704,51,"female",84400,677
5375221,506704,46,"female",77200,516
6438943,163044,46,"male",64500,632
7643131,163044,38,"female",55600,661
9069938,151851,46,"male",117000,777
6639456,617161,49,"male",40200,806
3263317,617161,43,"female",61400,675
1167602,897542,52,"male",97600,720
9883195,897542,43,"male",92700,691
6425734,842241,62,"male",43600,735
5040440,842241,59,"female",113000,824
9203898,447707,43,"male",41000,894
5804790,447707,38,"female",131400,483
1556232,830648,26,"male",55900,803
8937595,357040,34,"male",51800,796
4083995,552082,53,"male",50900,829
3469902,552082,51,"female",101800,674
3477394,690113,44,"male",53300,778
1972569,690113,35,"male",53100,688
4474213,304709,45,"male",89600,671
8870430,178217,45,"male",83700,774
9295146,882494,32,"male",61900,659
2805665,590233,37,"male",68100,541
7615155,245673,46,"male",93300,561
8160195,303244,60,"female",40400,750
3010350,303244,58,"female",36700,744
4898486,303244,71,"male",32700,864
1662391,303244,74,"female",84600,538
5540605,881933,41,"male",77000,867
338419,881933,31,"female",36100,507
8973203,881933,55,"female",74900,638
2346574,419482,42,"male",89600,697
2893212,133406,49,"female",58700,570
14038,133406,40,"male",43000,661
1252032,957239,37,"male",85600,724
192696,151525,56,"male",92300,738
549506,376341,48,"male",65300,659
6180266,200647,33,"male",65100,625
1815845,367591,30,"male",49200,829
4710744,367591,24,"female",58600,648
2148815,72826,49,"male",58900,674
9475240,72826,42,"female",44800,686
9257486,288788,45,"male",122700,769
338050,901574,54,"male",64500,829
1289719,901574,51,"female",70900,709
5811434,803795,61,"male",74000,729
5101542,60756,53,"male",87300,737
8301287,60756,48,"female",94000,757
4119546,462847,56,"male",100200,611
67441,208816,40,"male",96800,807
137241,795091,45,"male",104000,846
1221781,795091,41,"female",75800,809
5854060,350306,38,"female",91500,540
3842215,149572,39,"male",69200,853
5362075,149572,35,"female",67400,665
233202,115007,51,"male",41500,828
7816077,115007,43,"female",46300,549
7182997,585609,52,"male",63000,705
8636884,585609,43,"female",57600,652
3998313,325795,58,"female",93400,748
9168445,325795,56,"male",102600,758
5247574,217639,42,"male",59100,702
218726,377575,55,"female",146900,736
2255215,327935,48,"male",43700,761
9128858,327935,43,"female",66700,705
7088515,828868,48,"male",94600,754
1691355,798579,34,"male",122300,637
7323873,106640,40,"male",58900,744
8962670,106640,32,"female",103300,745
3199087,305278,43,"male",64400,868
36182,530285,47,"male",88800,787
3513988,530285,44,"female",102600,753
3142789,974753,26,"male",57500,670
8972702,652026,53,"male",54100,659
6773613,436766,44,"male",46100,739
4279955,436766,40,"female",33700,657
2318354,436766,57,"male",30000,793
9223550,391022,45,"female",68800,632
4035840,391022,42,"male",92200,835
364495,712671,42,"female",79100,541
6296544,176724,58,"female",125800,617
8415865,442256,47,"male",48500,685
7571084,442256,43,"female",48400,724
9183172,865135,63,"male",42700,477
9674198,865135,60,"female",72300,638
7637163,878354,46,"male",43900,832
2537840,878354,43,"female",49800,685
5066906,182609,44,"male",72400,766
3671004,465153,53,"male",41600,846
2964740,465153,46,"female",75600,820
6506777,505343,36,"male",56400,791
1839977,505343,33,"female",51000,630
2979101,855416,62,"male",56100,706
2560179,855416,52,"female",47500,605
5271797,305540,41,"female",101100,357
2611863,149134,39,"female",58500,665
9092066,802031,44,"female",69400,674
2817109,330435,45,"male",64300,874
7538564,438182,32,"female",71300,660
7190217,47870,48,"female",56200,774
85856,47870,44,"female",68600,766
1332297,370816,31,"male",45400,861
794024,370816,27,"female",55800,719
3852298,7959,56,"male",82300,856
81189,7959,52,"female",64700,800
6181378,59527,42,"male",91300,525
8021416,975577,27,"female",59500,614
2356551,491989,41,"female",51700,801
4572378,491989,40,"male",61300,744
8111758,547886,50,"male",79400,643
2890515,991422,57,"male",134600,746
4225905,924861,37,"female",91300,657
4660724,960174,42,"female",47700,784
1591838,960174,34,"male",49200,772
6114573,849015,28,"male",54200,585
5641248,672624,26,"female",72100,751
796375,744296,62,"male",86500,648
6458002,142800,49,"male",46500,836
3448778,142800,46,"female",67600,557
8762311,780515,34,"male",75300,816
9746085,305313,49,"male",61700,705
7540648,18230,40,"female",48300,565
321017,18230,38,"male",31000,627
9749927,18230,52,"female",33100,656
701523,743325,34,"male",75700,709
316724,257501,53,"male",54900,810
3197535,257501,43,"female",46200,588
4451752,588475,32,"male",74900,625
7411327,938344,54,"male",63000,647
6945171,938344,52,"female",63700,794
5752912,938344,67,"female",42900,695
485628,158235,39,"male",50600,636
1991878,367531,38,"female",70700,524
9684042,367531,36,"male",118200,785
9700928,715433,48,"female",60000,492
9883241,694256,61,"female",54800,578
619930,973409,41,"male",63300,887
2848720,450153,61,"male",43500,707
6498347,450153,54,"female",45900,673
5687658,732564,54,"male",69100,784
277321,732564,52,"female",71100,615
3998861,622436,63,"male",105100,840
741668,921721,49,"female",83300,659
4528865,872236,41,"male",52100,815
2255901,922256,39,"male",51500,690
821684,922256,37,"female",70600,596
1364877,213047,45,"female",74800,678
789242,213047,44,"female",91300,732
80518,510085,41,"male",74300,801
2919527,481117,25,"male",61400,695
1691895,917200,51,"female",43400,757
4531532,917200,49,"female",99600,668
671572,941247,34,"male",63800,896
1508724,941247,33,"female",54500,592
6888849,763322,60,"male",155600,886
8012108,224251,40,"female",82400,641
793907,568395,60,"male",55900,752
8974154,568395,55,"female",47900,756
7021799,568395,71,"male",18600,718
861448,188505,42,"male",42800,837
8283625,188505,34,"female",35700,869
2046231,188505,53,"female",67900,485
6903792,149485,51,"male",107900,710
2096725,269777,62,"male",63800,612
4758115,558307,57,"male",71700,812
7932725,558307,53,"female",138100,744
6483959,191965,56,"male",157100,837
2528075,242719,36,"male",92100,825
3492985,595558,30,"male",56200,661
8813425,201578,50,"female",68800,683
5493408,536252,50,"male",58900,541
2635768,536252,44,"female",124000,815
3300242,502458,31,"male",90300,893
6230739,261097,36,"male",156000,667
2995278,206685,50,"male",64600,820
7397406,206685,44,"female",104300,834
4075162,958487,31,"male",89700,663
2001337,849206,52,"male",47100,793
2787622,849206,45,"male",52900,678
8185343,397755,29,"female",68600,705
8070051,236373,48,"male",48600,706
1604755,236373,40,"female",33000,684
1396950,236373,62,"male",22000,826
6690863,999073,33,"male",51000,717
3630383,999073,23,"female",40700,617
9836831,999073,43,"female",15500,563
1861773,648108,34,"male",82800,632
9793377,782449,42,"male",53500,886
660524,782449,41,"female",85900,724
1714630,412153,52,"female",49600,749
1251954,412153,50,"female",31600,520
6026002,412153,66,"male",40100,768
893027,751157,51,"male",55000,844
6953651,751157,43,"female",163800,638
2278887,555228,55,"male",83800,768
9559853,736888,42,"male",71500,638
39895,736888,41,"female",49400,736
5326053,736888,57,"female",33000,709
1009035,139894,53,"male",51300,586
3926887,139894,51,"female",94300,699
94483,486587,41,"male",88600,759
1767081,395646,27,"male",70600,721
7000048,175601,32,"male",54900,758
40422,63820,30,"male",93600,785
7637912,478418,59,"male",48900,725
9049670,478418,58,"female",175800,729
2586303,303400,44,"male",54700,818
8115436,303400,38,"female",53600,678
7098965,97563,56,"male",76100,637
9320661,97563,52,"female",55800,658
5013531,185449,41,"male",48200,644
2499074,185449,34,"female",98000,567
6603952,47422,52,"male",86300,836
5173848,6908,28,"male",88400,698
5143322,392696,49,"male",41100,747
4610316,392696,45,"female",100700,690
773726,807418,37,"male",74900,820
2810781,118814,35,"male",53900,787
9020807,553503,30,"male",52200,758
971544,804615,30,"male",54600,642
828370,596582,47,"male",83300,660
8332422,634992,31,"male",78700,683
3851389,943899,55,"male",51200,727
1947312,943899,51,"female",46700,577
9560872,605764,31,"male",52100,765
6159233,585538,47,"male",42100,833
3015072,585538,43,"female",58400,626
9197360,882754,42,"female",85800,604
3650190,432937,54,"male",52200,868
1629312,432937,49,"female",109800,688
67574,68176,38,"male",73400,747
2321398,68919,34,"male",68000,456
6373606,932547,57,"male",52700,792
4783025,932547,49,"male",88300,695
5263905,331619,42,"male",53800,887
766421,331619,34,"female",79000,731
900585,811733,37,"male",50200,649
7939459,811733,35,"female",50300,710
7409474,208363,39,"male",53800,614
4083213,208363,35,"male",60300,700
7322708,322431,31,"male",77400,784
2372120,360851,51,"male",47900,679
7223861,360851,48,"female",53200,699
3191135,620464,47,"female",64800,713
8877960,620464,44,"female",46700,681
8114227,280919,57,"male",60100,713
6760979,280919,52,"female",72500,672
8783381,247498,44,"male",62400,721
5346490,247498,41,"female",48600,528
6312729,956345,39,"female",90900,734
4684278,956345,30,"female",69100,713
8483281,358335,33,"female",91700,615
1930621,463483,29,"male",77200,646
7405090,984032,50,"female",59000,642
765256,984032,45,"female",48100,715
8648936,413069,30,"male",97800,714
8444020,530425,26,"male",68900,619
8553621,431646,46,"female",53700,660
