"mg_acc","FSA","origin_date","property_type","purchase_price","amort_period","loan_size","interest_rate","TDS","default","Sample"
452040,"V4A",2017-07-28,"semi-detached/row/town-houses",828000,"25 years",654120,1.96,0.37903333415043,0,"Estimation"
207409,"V4A",2015-03-25,"semi-detached/row/town-houses",492000,"25 years",393600,1.86,0.201233446599307,0,"Estimation"
682085,"V4A",2017-08-12,"detached",1286000,"25 years",1028800,2.22,0.286166606073774,0,"Validation"
240841,"V4A",2015-05-03,"semi-detached/row/town-houses",682000,"30 years",491040,2.13,0.240467934746002,0,"Estimation"
520349,"V4A",2015-05-06,"detached",1216000,"25 years",972800,2.6,0.310870548466604,0,"Validation"
760183,"V4A",2018-12-16,"detached",1428000,"25 years",1099560,1.59,0.35979528098533,1,"Estimation"
754565,"V4A",2015-06-16,"detached",917000,"25 years",733600,1.33,0.317795611279056,0,"Estimation"
523480,"V4A",2017-02-21,"apartment",503000,"30 years",402400,1.86,0.276530754327038,0,"Estimation"
263075,"V4A",2016-11-04,"semi-detached/row/town-houses",776000,"30 years",620800,1.98,0.432230716538657,0,"Validation"
920199,"V4A",2015-04-11,"apartment",492000,"25 years",393600,1.93,0.394904011134925,0,"Estimation"
48947,"V4A",2018-04-03,"apartment",322000,"25 years",257600,1.87,0.231046865880031,NA,"Holdout"
138979,"V4B",2012-02-29,"apartment",621000,"25 years",496800,1.88,0.191871072329615,1,"Estimation"
239081,"V4B",2014-06-26,"detached",1488000,"25 years",1175520,2.42,0.343983525925895,NA,"Holdout"
641048,"V4B",2017-03-18,"detached",2035000,"25 years",1628000,2.52,0.365446289108478,NA,"Holdout"
592987,"V4B",2014-10-13,"apartment",648000,"30 years",479520,1.56,0.308234768161289,1,"Estimation"
25076,"V4B",2016-12-10,"apartment",596000,"30 years",476800,2.98,0.378940798329877,1,"Estimation"
638583,"V4B",2018-06-05,"apartment",739000,"25 years",591200,2.64,0.306335345024612,1,"Estimation"
611501,"V4B",2015-08-29,"detached",1418000,"25 years",1134400,1.62,0.342196584338059,0,"Estimation"
403672,"V4B",2016-02-12,"apartment",630000,"25 years",504000,1.99,0.38790974809921,1,"Validation"
602568,"V4B",2018-02-22,"apartment",508000,"25 years",396240,2.22,0.308808248485921,1,"Estimation"
497718,"V4B",2011-06-03,"apartment",460000,"25 years",368000,2.62,0.378325060488846,1,"Validation"
450462,"V4B",2013-12-20,"apartment",496000,"25 years",396800,1.31,0.352673994574821,0,"Estimation"
416249,"V4B",2016-12-18,"apartment",521000,"25 years",416800,1.96,0.246771078472333,NA,"Holdout"
429157,"V4B",2015-02-06,"apartment",679000,"30 years",536410,3.11,0.424241957903229,NA,"Holdout"
179479,"V4B",2016-09-01,"semi-detached/row/town-houses",710000,"25 years",568000,1.31,0.372737675963178,1,"Estimation"
989376,"V4B",2015-02-16,"apartment",507000,"25 years",405600,2.41,0.338265137833835,0,"Validation"
240517,"V4B",2018-06-29,"apartment",523000,"25 years",402710,1.76,0.356596417382009,0,"Validation"
7309,"V4B",2015-10-26,"apartment",648000,"25 years",511920,2.51,0.287412384732474,NA,"Holdout"
271066,"V4B",2018-09-23,"apartment",537000,"25 years",429600,1.37,0.339670261549343,1,"Estimation"
592349,"V4B",2014-10-16,"apartment",623000,"25 years",498400,2.23,0.394241803179764,NA,"Holdout"
357880,"V4B",2017-12-25,"apartment",625000,"30 years",493750,2.17,0.398845341271858,NA,"Holdout"
552839,"V4B",2015-12-08,"apartment",738000,"25 years",575640,1.58,0.399665029071553,1,"Validation"
714598,"V4B",2017-04-11,"semi-detached/row/town-houses",740000,"25 years",584600,2.59,0.41954481472292,0,"Estimation"
388775,"V4B",2017-06-13,"apartment",511000,"25 years",403690,1.49,0.145025626587204,NA,"Holdout"
393820,"V4B",2011-02-06,"semi-detached/row/town-houses",911000,"30 years",728800,1.7,0.443156599408415,0,"Estimation"
623864,"V4B",2016-06-01,"semi-detached/row/town-houses",948000,"30 years",758400,2.32,0.353775472343073,1,"Validation"
852815,"V4B",2017-09-30,"detached",1328000,"25 years",1062400,2.05,0.447672654273282,NA,"Holdout"
562389,"V4B",2011-12-17,"apartment",533000,"25 years",426400,1.77,0.332363149169582,1,"Estimation"
979311,"V4B",2018-03-24,"apartment",623000,"25 years",498400,2,0.37959707031817,NA,"Holdout"
311813,"V4C",2017-02-10,"semi-detached/row/town-houses",848000,"25 years",661440,1.49,0.349931945778796,NA,"Holdout"
114376,"V4C",2018-10-15,"detached",1296000,"30 years",1023840,2.27,0.375497163306829,0,"Estimation"
680098,"V4C",2014-08-17,"detached",1317000,"25 years",1053600,1.74,0.411668009092127,0,"Estimation"
213231,"V4C",2014-09-06,"semi-detached/row/town-houses",717000,"25 years",573600,2.27,0.407402107998182,0,"Estimation"
8805,"V4C",2018-10-14,"semi-detached/row/town-houses",602000,"25 years",463540,1.55,0.328423880812186,0,"Estimation"
192992,"V4C",2014-09-11,"semi-detached/row/town-houses",674000,"20 years",539200,1.75,0.395597634489566,1,"Validation"
90520,"V4C",2015-09-13,"semi-detached/row/town-houses",733000,"25 years",513100,1.89,0.264632056981498,1,"Validation"
345494,"V4C",2018-10-20,"semi-detached/row/town-houses",641000,"25 years",512800,2.28,0.113651382496249,0,"Validation"
170254,"V4C",2017-12-12,"semi-detached/row/town-houses",916000,"25 years",732800,1.82,0.401042061973604,NA,"Holdout"
202497,"V4C",2015-12-11,"semi-detached/row/town-houses",768000,"25 years",614400,1.39,0.26429507822177,1,"Validation"
714331,"V4C",2012-04-07,"semi-detached/row/town-houses",892000,"25 years",713600,1.87,0.293797875967646,1,"Estimation"
143341,"V4C",2018-04-05,"detached",1132000,"25 years",849000,2,0.267859022154189,0,"Validation"
923086,"V4C",2015-12-14,"semi-detached/row/town-houses",741000,"25 years",563160,2.44,0.180392112050325,NA,"Holdout"
12231,"V4C",2017-02-12,"detached",1545000,"25 years",1236000,1.73,0.407009356517835,0,"Estimation"
783101,"V4C",2018-09-22,"detached",1010000,"25 years",787800,1.39,0.291994429467893,0,"Estimation"
51124,"V4C",2018-10-20,"semi-detached/row/town-houses",777000,"25 years",598290,2.6,0.382487461335884,0,"Estimation"
376021,"V4C",2012-05-23,"semi-detached/row/town-houses",759000,"25 years",599610,2.26,0.411736342126138,0,"Estimation"
874112,"V4C",2015-02-18,"semi-detached/row/town-houses",772000,"25 years",602160,2.12,0.146181841331444,0,"Validation"
50887,"V4C",2013-04-24,"semi-detached/row/town-houses",742000,"25 years",586180,2.49,0.414674825702445,1,"Validation"
609293,"V4C",2017-02-25,"semi-detached/row/town-houses",918000,"30 years",734400,1.85,0.424069348628731,0,"Estimation"
95263,"V4C",2017-10-28,"semi-detached/row/town-houses",871000,"25 years",679380,1.71,0.363731423973942,NA,"Holdout"
462218,"V4C",2012-01-21,"semi-detached/row/town-houses",650000,"25 years",513500,1.85,0.27525555201699,NA,"Holdout"
183005,"V4C",2012-10-28,"detached",1149000,"20 years",907710,2.17,0.269760190023838,0,"Validation"
955505,"V4C",2015-07-28,"detached",1105000,"30 years",828750,1.66,0.430012094458948,0,"Estimation"
806801,"V4C",2017-08-25,"detached",1260000,"25 years",982800,1.43,0.298530357283315,NA,"Holdout"
909794,"V4C",2015-11-25,"detached",1322000,"25 years",991500,1.42,0.386054908595369,NA,"Holdout"
144240,"V4C",2018-11-16,"semi-detached/row/town-houses",834000,"25 years",642180,1.87,0.440668666565699,1,"Validation"
307565,"V4C",2018-03-15,"apartment",455000,"25 years",364000,2.34,0.346324261639209,0,"Estimation"
649321,"V4C",2014-08-27,"semi-detached/row/town-houses",719000,"25 years",575200,1.89,0.140044538301043,NA,"Holdout"
251544,"V4C",2016-01-12,"apartment",653000,"25 years",522400,2.29,0.440640239184931,0,"Validation"
573424,"V4C",2018-05-03,"semi-detached/row/town-houses",640000,"25 years",512000,1.84,0.256241001193375,NA,"Holdout"
340359,"V4C",2012-06-09,"apartment",470000,"30 years",343100,1.87,0.366202805379777,1,"Validation"
984493,"V4C",2015-08-02,"semi-detached/row/town-houses",608000,"25 years",486400,1.53,0.263101971608525,NA,"Holdout"
231855,"V4C",2016-07-02,"apartment",523000,"30 years",418400,1.88,0.338049705507238,0,"Validation"
944987,"V4C",2018-06-22,"semi-detached/row/town-houses",741000,"25 years",592800,1.86,0.41622493626206,0,"Estimation"
98673,"V4C",2017-12-21,"apartment",526000,"25 years",394500,2.41,0.425740723824612,0,"Estimation"
62073,"V4C",2017-07-09,"apartment",530000,"25 years",418700,1.52,0.320408939873244,NA,"Holdout"
945248,"V4C",2016-04-28,"semi-detached/row/town-houses",9e+05,"30 years",711000,1.3,0.322074599721778,0,"Estimation"
473378,"V4C",2017-05-22,"detached",1270000,"25 years",1016000,2.44,0.368771974668029,1,"Validation"
730010,"V4C",2018-08-19,"apartment",544000,"25 years",435200,1.56,0.367587338653298,1,"Estimation"
462677,"V4C",2018-06-09,"detached",947000,"25 years",748130,2.47,0.30676002979337,NA,"Holdout"
830144,"V4C",2014-04-28,"semi-detached/row/town-houses",829000,"20 years",646620,1.52,0.4196255785854,0,"Estimation"
216063,"V4C",2016-10-20,"apartment",676000,"25 years",540800,2.11,0.15331272801555,1,"Validation"
902084,"V4C",2015-02-11,"detached",866000,"20 years",666820,1.98,0.180141827275574,0,"Estimation"
228802,"V4E",2016-07-13,"detached",1362000,"25 years",1089600,2.71,0.351120739185966,0,"Estimation"
904820,"V4E",2017-04-06,"semi-detached/row/town-houses",817000,"25 years",645430,2.19,0.412851893591182,NA,"Holdout"
518739,"V4E",2017-10-24,"detached",1026000,"30 years",820800,1.94,0.231369504735711,0,"Estimation"
806070,"V4E",2017-06-22,"detached",946000,"20 years",756800,1.22,0.345512494764506,0,"Estimation"
43181,"V4E",2016-11-08,"detached",990000,"25 years",782100,2.87,0.388926800798659,NA,"Holdout"
53006,"V4E",2017-10-28,"detached",878000,"25 years",702400,2.91,0.387788144867275,0,"Validation"
847029,"V4E",2016-12-03,"semi-detached/row/town-houses",596000,"25 years",464880,3.03,0.343837066836684,0,"Estimation"
171050,"V4E",2015-12-01,"apartment",672000,"30 years",537600,2.66,0.389383680830827,1,"Estimation"
190455,"V4E",2015-02-01,"semi-detached/row/town-houses",595000,"25 years",476000,2.29,0.356213040873156,NA,"Holdout"
371139,"V4E",2012-02-26,"detached",923000,"25 years",729170,1.8,0.215454255029287,NA,"Holdout"
58057,"V4E",2014-04-04,"semi-detached/row/town-houses",872000,"25 years",688880,2.54,0.404251118285722,NA,"Holdout"
303400,"V4E",2017-12-13,"semi-detached/row/town-houses",955000,"25 years",735350,1.67,0.343278430195504,0,"Validation"
69104,"V4G",2014-06-05,"apartment",586000,"25 years",451220,1.9,0.376975800957811,NA,"Holdout"
77303,"V4K",2018-04-14,"detached",1366000,"25 years",1092800,2.26,0.391638416646429,0,"Validation"
59002,"V4K",2016-03-24,"detached",1063000,"20 years",850400,1.33,0.30764067327635,0,"Validation"
679574,"V4K",2017-05-06,"detached",1268000,"25 years",989040,1.43,0.411735774564872,1,"Estimation"
798725,"V4K",2015-05-03,"semi-detached/row/town-houses",902000,"25 years",721600,2.21,0.323801999355723,NA,"Holdout"
141926,"V4K",2018-11-07,"detached",1229000,"25 years",983200,1.63,0.406798499872486,NA,"Holdout"
296762,"V4K",2012-03-10,"detached",1160000,"25 years",928000,1.91,0.343486527710814,1,"Estimation"
4777,"V4K",2015-03-30,"apartment",499000,"25 years",394210,1.94,0.338699254296995,NA,"Holdout"
456243,"V4K",2018-09-23,"apartment",587000,"30 years",469600,2.83,0.432557998618866,NA,"Holdout"
397016,"V4K",2018-11-01,"apartment",484000,"25 years",387200,2.13,0.343006023611098,NA,"Holdout"
254326,"V4K",2018-08-04,"semi-detached/row/town-houses",827000,"25 years",661600,1.26,0.330016661661998,NA,"Holdout"
427378,"V4K",2018-07-31,"detached",1029000,"30 years",812910,1.97,0.340501280533773,0,"Estimation"
603644,"V4K",2017-05-08,"apartment",713000,"30 years",570400,1.8,0.31193362814916,0,"Estimation"
623270,"V4K",2018-07-21,"apartment",475000,"25 years",370500,2.04,0.396945855576076,1,"Validation"
218052,"V4K",2017-02-02,"detached",925000,"25 years",740000,2.3,0.290967989033153,0,"Validation"
318445,"V4K",2018-06-25,"semi-detached/row/town-houses",596000,"30 years",476800,1.3,0.32581067700456,1,"Estimation"
51160,"V4K",2013-07-23,"semi-detached/row/town-houses",630000,"25 years",491400,1.76,0.304573616127997,NA,"Holdout"
595843,"V4K",2016-03-17,"detached",1490000,"25 years",1192000,2.43,0.449016238494607,0,"Estimation"
135621,"V4K",2018-08-25,"detached",968000,"25 years",716320,2.21,0.345980722609187,0,"Validation"
814213,"V4K",2015-07-19,"semi-detached/row/town-houses",831000,"25 years",623250,2.25,0.378710285665357,0,"Estimation"
163561,"V4K",2018-03-13,"semi-detached/row/town-houses",873000,"25 years",689670,1.66,0.395375616071783,0,"Validation"
67422,"V4K",2013-03-26,"apartment",524000,"25 years",419200,2.32,0.255821211349566,0,"Validation"
953424,"V4K",2017-12-27,"semi-detached/row/town-houses",815000,"25 years",652000,2.66,0.440933777138472,0,"Estimation"
441425,"V4K",2017-12-26,"semi-detached/row/town-houses",893000,"25 years",714400,2.07,0.400148017192103,0,"Estimation"
689648,"V4K",2016-02-01,"detached",846000,"25 years",668340,2.18,0.265457463853548,1,"Validation"
407900,"V4K",2017-03-13,"detached",1163000,"20 years",895510,1.91,0.280548861340192,1,"Validation"
490021,"V4K",2016-12-17,"detached",1571000,"25 years",1256800,1.77,0.394494892594657,1,"Estimation"
186914,"V4K",2011-09-01,"detached",925000,"25 years",684500,1.87,0.2651609467233,0,"Validation"
868882,"V4K",2018-10-10,"detached",1148000,"25 years",918400,1.94,0.311950267155032,NA,"Holdout"
712229,"V4K",2018-08-12,"apartment",729000,"25 years",554040,1.38,0.402229385083038,NA,"Holdout"
782647,"V4L",2017-10-09,"detached",1361000,"25 years",1075190,2.57,0.362744938623855,0,"Estimation"
334406,"V4L",2016-11-22,"semi-detached/row/town-houses",933000,"25 years",746400,1.56,0.232774425258031,0,"Estimation"
957291,"V4L",2013-05-05,"apartment",690000,"20 years",524400,1.53,0.229846562464293,0,"Estimation"
569810,"V4L",2013-08-05,"detached",929000,"25 years",743200,2.99,0.345209063754128,0,"Estimation"
536901,"V4L",2017-09-20,"detached",1536000,"25 years",1198080,1.45,0.282248570490821,0,"Validation"
379537,"V4M",2016-12-09,"semi-detached/row/town-houses",713000,"25 years",570400,2.64,0.382104157425118,NA,"Holdout"
64812,"V4M",2014-12-23,"detached",1001000,"20 years",800800,2.9,0.361806416943462,0,"Estimation"
478610,"V4M",2018-02-08,"apartment",491000,"30 years",373160,2.37,0.272037471749843,1,"Validation"
234241,"V4M",2015-01-12,"semi-detached/row/town-houses",849000,"25 years",679200,1.83,0.435532914499271,NA,"Holdout"
933459,"V4M",2013-11-09,"apartment",568000,"25 years",420320,2.66,0.386872989075375,0,"Estimation"
909701,"V4M",2011-10-20,"detached",1271000,"25 years",1016800,2.52,0.383407911009119,1,"Estimation"
565614,"V4M",2017-10-19,"apartment",571000,"25 years",456800,1.83,0.221592899895417,1,"Estimation"
956289,"V4M",2015-10-08,"apartment",680000,"25 years",544000,1.92,0.2793283749706,0,"Estimation"
992036,"V4M",2017-06-03,"apartment",733000,"30 years",586400,2.27,0.319194095524502,1,"Estimation"
803717,"V4M",2015-11-01,"detached",1272000,"25 years",1004880,2.88,0.337230583153599,1,"Estimation"
117128,"V4M",2015-05-27,"detached",1146000,"25 years",916800,3.17,0.380133455297982,0,"Validation"
931334,"V4M",2018-09-12,"detached",1207000,"25 years",965600,2.67,0.356017061123011,0,"Estimation"
741241,"V4M",2018-12-14,"apartment",608000,"30 years",486400,1.2,0.435708632085755,1,"Estimation"
179806,"V4N",2014-07-09,"apartment",446000,"30 years",343420,2.12,0.369831699850389,0,"Validation"
89641,"V4N",2014-04-12,"semi-detached/row/town-houses",667000,"25 years",533600,1.62,0.203667803819562,0,"Estimation"
744213,"V4N",2017-02-12,"semi-detached/row/town-houses",815000,"25 years",652000,1.99,0.366956468335026,1,"Estimation"
794340,"V4N",2018-07-17,"semi-detached/row/town-houses",627000,"25 years",501600,2.25,0.346043878175117,NA,"Holdout"
206269,"V4N",2013-03-29,"semi-detached/row/town-houses",702000,"25 years",533520,2.14,0.395795431856427,NA,"Holdout"
356428,"V4N",2015-07-09,"apartment",464000,"25 years",366560,2.18,0.37692989256463,NA,"Holdout"
525671,"V4N",2011-12-06,"apartment",480000,"25 years",384000,2.49,0.365039268983537,1,"Estimation"
831330,"V4N",2017-06-18,"semi-detached/row/town-houses",531000,"25 years",408870,2.52,0.279885388300133,NA,"Holdout"
322886,"V4N",2015-01-30,"semi-detached/row/town-houses",522000,"25 years",417600,2.47,0.137271706752612,0,"Validation"
720163,"V4N",2017-01-07,"detached",1393000,"25 years",1114400,1.81,0.342931147549671,1,"Estimation"
436899,"V4N",2011-01-14,"semi-detached/row/town-houses",731000,"25 years",584800,2.26,0.407341371369567,0,"Estimation"
253997,"V4N",2013-03-22,"semi-detached/row/town-houses",740000,"25 years",592000,1.8,0.348218983794413,1,"Estimation"
353645,"V4N",2018-02-04,"semi-detached/row/town-houses",815000,"30 years",652000,2.08,0.415083570249096,1,"Estimation"
319891,"V4N",2017-03-18,"semi-detached/row/town-houses",678000,"25 years",522060,2.63,0.367876849351076,0,"Estimation"
721833,"V4N",2015-12-23,"apartment",385000,"25 years",308000,2.17,0.305208038569165,NA,"Holdout"
6908,"V4N",2016-07-19,"apartment",436000,"25 years",348800,2.1,0.330705678153211,1,"Estimation"
802031,"V4N",2018-06-06,"semi-detached/row/town-houses",522000,"25 years",417600,2.3,0.246268698732621,NA,"Holdout"
620879,"V4N",2018-02-24,"semi-detached/row/town-houses",783000,"25 years",595080,1.7,0.339388964139658,1,"Estimation"
46779,"V4N",2011-11-05,"semi-detached/row/town-houses",496000,"25 years",381920,1.38,0.183761458635825,NA,"Holdout"
639504,"V4N",2016-09-02,"semi-detached/row/town-houses",701000,"25 years",560800,1.93,0.246214222696286,0,"Estimation"
45385,"V4N",2017-04-09,"apartment",330000,"25 years",264000,2.09,0.232887543097797,0,"Estimation"
51500,"V4N",2018-01-06,"detached",1423000,"25 years",1138400,1.33,0.346139676678947,0,"Estimation"
466660,"V4N",2017-04-12,"semi-detached/row/town-houses",633000,"25 years",506400,2.51,0.319026342067262,0,"Validation"
526156,"V4N",2017-01-09,"semi-detached/row/town-houses",752000,"25 years",601600,2.86,0.402654462213892,NA,"Holdout"
22646,"V4N",2016-10-12,"semi-detached/row/town-houses",563000,"25 years",450400,1.76,0.1498638322505,0,"Estimation"
182418,"V4N",2014-10-17,"semi-detached/row/town-houses",761000,"25 years",608800,2.62,0.422345164614898,1,"Estimation"
347028,"V4N",2017-12-19,"semi-detached/row/town-houses",653000,"25 years",502810,1.76,0.217312486821435,0,"Estimation"
474612,"V4N",2015-03-12,"semi-detached/row/town-houses",522000,"25 years",396720,1.93,0.276325425401102,0,"Validation"
651126,"V4N",2016-07-25,"semi-detached/row/town-houses",765000,"25 years",604350,1.89,0.29777066700857,0,"Estimation"
356640,"V4N",2018-12-03,"semi-detached/row/town-houses",771000,"25 years",616800,2,0.190414769931536,0,"Validation"
990151,"V4N",2014-03-18,"apartment",327000,"30 years",261600,1.87,0.24694822464908,NA,"Holdout"
455694,"V4N",2012-05-20,"semi-detached/row/town-houses",772000,"25 years",617600,1.45,0.240077697342046,NA,"Holdout"
460989,"V4N",2018-01-02,"semi-detached/row/town-houses",504000,"25 years",378000,1.72,0.208644784357603,0,"Validation"
303551,"V4N",2014-01-18,"semi-detached/row/town-houses",597000,"25 years",477600,2,0.304427443235334,1,"Validation"
526864,"V4N",2014-07-08,"semi-detached/row/town-houses",553000,"25 years",431340,2.21,0.223002485935777,1,"Validation"
63193,"V4N",2018-12-17,"semi-detached/row/town-houses",566000,"25 years",452800,2.89,0.187004998608794,0,"Estimation"
719675,"V4N",2018-11-23,"apartment",325000,"25 years",260000,1.52,0.250219024278197,NA,"Holdout"
218615,"V4N",2011-06-04,"semi-detached/row/town-houses",701000,"25 years",553790,3.07,0.194278989345392,NA,"Holdout"
549591,"V4N",2016-11-02,"semi-detached/row/town-houses",590000,"30 years",460200,1.85,0.43349810973612,1,"Estimation"
329634,"V4N",2013-03-26,"apartment",420000,"25 years",336000,1.75,0.376242634777803,0,"Estimation"
316574,"V4N",2018-09-03,"semi-detached/row/town-houses",621000,"30 years",490590,1.57,0.230400684982537,NA,"Holdout"
4811,"V4N",2015-03-03,"detached",1349000,"20 years",1079200,1.22,0.433271578234456,0,"Validation"
903115,"V4N",2017-08-09,"semi-detached/row/town-houses",533000,"25 years",373100,2.77,0.314557940274385,0,"Estimation"
898978,"V4N",2016-11-05,"semi-detached/row/town-houses",821000,"25 years",648590,1.72,0.300241335830508,0,"Estimation"
7211,"V4N",2018-01-25,"semi-detached/row/town-houses",738000,"25 years",590400,1.92,0.368401291968188,1,"Validation"
80687,"V4N",2017-03-12,"semi-detached/row/town-houses",638000,"20 years",504020,1.93,0.308963115782493,0,"Validation"
84162,"V4N",2016-04-28,"apartment",357000,"30 years",285600,1.5,0.162017924532469,0,"Estimation"
935168,"V4N",2017-12-31,"apartment",505000,"25 years",398950,2.2,0.350720382946311,0,"Estimation"
850642,"V4N",2016-05-26,"semi-detached/row/town-houses",660000,"25 years",521400,1.27,0.252914488217083,NA,"Holdout"
648154,"V4N",2014-01-18,"semi-detached/row/town-houses",599000,"25 years",479200,1.71,0.262607157407436,0,"Estimation"
683027,"V4N",2018-08-07,"semi-detached/row/town-houses",550000,"25 years",407000,2.72,0.261448112678748,NA,"Holdout"
711434,"V4N",2017-07-09,"apartment",394000,"25 years",315200,2.75,0.211061471202141,1,"Estimation"
73816,"V4N",2018-11-16,"semi-detached/row/town-houses",509000,"30 years",402110,1.32,0.348222428144262,0,"Estimation"
280064,"V4N",2018-09-18,"semi-detached/row/town-houses",511000,"25 years",408800,1.63,0.348440315961963,0,"Estimation"
742868,"V4N",2011-08-23,"apartment",429000,"25 years",334620,1.48,0.306304359325027,1,"Validation"
244379,"V4N",2018-08-01,"apartment",397000,"25 years",313630,2.11,0.284202430879698,NA,"Holdout"
471595,"V4N",2017-02-20,"semi-detached/row/town-houses",527000,"25 years",421600,1.76,0.200865369636125,0,"Estimation"
722490,"V4N",2014-08-03,"semi-detached/row/town-houses",618000,"25 years",488220,2.06,0.292043657808317,0,"Validation"
189615,"V4N",2013-06-29,"detached",1175000,"25 years",928250,2.7,0.401138287327899,0,"Validation"
674320,"V4N",2018-08-20,"semi-detached/row/town-houses",753000,"25 years",579810,1.97,0.385925059389686,1,"Estimation"
722598,"V4N",2013-05-30,"apartment",360000,"25 years",288000,2.22,0.315349797619018,1,"Estimation"
824606,"V4N",2018-11-29,"semi-detached/row/town-houses",543000,"30 years",423540,1.51,0.197162805891276,0,"Estimation"
756740,"V4N",2015-06-28,"apartment",327000,"25 years",258330,2.35,0.211044931861319,0,"Validation"
766389,"V4N",2013-04-01,"detached",1241000,"25 years",943160,1.79,0.411746461447885,0,"Validation"
831625,"V4N",2018-01-10,"apartment",337000,"25 years",269600,1.7,0.181810107030288,NA,"Holdout"
748877,"V4N",2017-04-03,"semi-detached/row/town-houses",831000,"25 years",664800,1.96,0.41294769003061,1,"Validation"
678920,"V4N",2012-05-22,"apartment",496000,"25 years",396800,1.97,0.449383506090113,1,"Estimation"
574444,"V4N",2012-12-07,"apartment",498000,"25 years",398400,2.12,0.341565417186782,1,"Validation"
953216,"V4N",2018-08-20,"apartment",509000,"25 years",397020,1.94,0.283579901009846,0,"Estimation"
628813,"V4N",2016-01-20,"semi-detached/row/town-houses",745000,"25 years",596000,1.68,0.305858917801291,NA,"Holdout"
970270,"V4N",2016-08-26,"semi-detached/row/town-houses",517000,"25 years",367070,2.05,0.30492901252762,0,"Estimation"
591073,"V4N",2015-04-04,"apartment",330000,"25 years",250800,1.78,0.252981388993688,0,"Estimation"
514382,"V4N",2016-03-24,"semi-detached/row/town-houses",723000,"30 years",578400,1.67,0.270054163536888,0,"Estimation"
435548,"V4N",2015-08-20,"apartment",501000,"25 years",400800,2.05,0.329765236782971,1,"Estimation"
594796,"V4N",2015-07-26,"semi-detached/row/town-houses",592000,"25 years",473600,2.64,0.305394090310381,NA,"Holdout"
889515,"V4N",2015-05-23,"apartment",504000,"25 years",403200,1.68,0.326041823119766,1,"Validation"
781010,"V4N",2018-05-15,"semi-detached/row/town-houses",769000,"30 years",592130,1.59,0.18282845133311,NA,"Holdout"
668662,"V4N",2018-11-03,"apartment",348000,"30 years",278400,2.34,0.327571741786283,0,"Estimation"
877338,"V4N",2013-05-08,"detached",1172000,"25 years",914160,1.41,0.270405059998882,NA,"Holdout"
931932,"V4N",2012-06-04,"apartment",467000,"25 years",368930,2.65,0.406975602657861,NA,"Holdout"
588114,"V4N",2017-08-06,"apartment",322000,"30 years",247940,3.33,0.292701131501128,0,"Validation"
104999,"V4N",2014-05-07,"apartment",494000,"25 years",375440,1.79,0.35894677898592,0,"Estimation"
766814,"V4N",2018-05-24,"semi-detached/row/town-houses",827000,"25 years",595440,1.43,0.38621674951119,NA,"Holdout"
305337,"V4N",2018-03-04,"detached",958000,"25 years",756820,1.52,0.309403183716267,0,"Estimation"
246303,"V4N",2017-03-05,"semi-detached/row/town-houses",702000,"25 years",526500,1.34,0.285568363826177,0,"Validation"
862663,"V4N",2015-09-30,"semi-detached/row/town-houses",661000,"25 years",528800,1.55,0.365117867952451,0,"Estimation"
640263,"V4N",2017-09-12,"apartment",323000,"30 years",258400,2.26,0.289175994259102,0,"Estimation"
89158,"V4N",2016-09-07,"semi-detached/row/town-houses",647000,"25 years",517600,3.02,0.284810506342284,1,"Estimation"
133957,"V4N",2017-04-11,"detached",1253000,"25 years",939750,2.2,0.345521794873687,0,"Estimation"
764838,"V4N",2016-09-06,"semi-detached/row/town-houses",595000,"25 years",476000,2.01,0.39011401794781,1,"Validation"
349274,"V4N",2015-02-01,"apartment",334000,"30 years",267200,2.09,0.250274265501368,NA,"Holdout"
590542,"V4N",2016-05-20,"semi-detached/row/town-houses",624000,"25 years",499200,2.26,0.217561386857326,0,"Estimation"
278895,"V4P",2017-01-29,"semi-detached/row/town-houses",774000,"25 years",619200,1.93,0.310710149537867,NA,"Holdout"
914452,"V4P",2017-01-20,"detached",1296000,"25 years",1036800,1.87,0.389094237368906,NA,"Holdout"
40197,"V4P",2018-03-18,"semi-detached/row/town-houses",517000,"25 years",408430,1.88,0.297493946829112,NA,"Holdout"
429666,"V4P",2016-05-24,"semi-detached/row/town-houses",753000,"20 years",602400,2.31,0.353719004850866,NA,"Holdout"
764255,"V4P",2015-01-27,"semi-detached/row/town-houses",847000,"25 years",677600,2.24,0.27942101163599,0,"Validation"
47759,"V4P",2016-05-25,"apartment",465000,"25 years",372000,2,0.20800775569723,0,"Validation"
441575,"V4P",2018-06-26,"semi-detached/row/town-houses",503000,"25 years",402400,2.46,0.408591289457957,0,"Validation"
942934,"V4P",2011-11-23,"detached",1485000,"25 years",1188000,2.13,0.337662735573898,NA,"Holdout"
676716,"V4P",2015-08-02,"detached",1285000,"25 years",1028000,1.73,0.369790864531439,0,"Validation"
525071,"V4P",2016-02-26,"semi-detached/row/town-houses",642000,"25 years",513600,1.69,0.324311324016407,NA,"Holdout"
287368,"V4P",2017-07-04,"apartment",401000,"25 years",320800,2.04,0.350039443517698,NA,"Holdout"
79780,"V4P",2014-08-14,"apartment",383000,"25 years",306400,2.84,0.292953794717297,NA,"Holdout"
705766,"V4P",2014-04-25,"detached",1170000,"25 years",924300,2.09,0.303013998452969,0,"Estimation"
